日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202107210700,34421,34431,34421,34422,34429,34435,34427,34430
202107210701,34421,34427,34421,34425,34429,34433,34428,34430
202107210702,34425,34427,34425,34427,34430,34432,34429,34432
202107210703,34427,34427,34423,34425,34432,34432,34428,34430
202107210704,34425,34425,34421,34422,34430,34430,34427,34428
202107210705,34423,34429,34423,34429,34429,34433,34428,34433
202107210706,34430,34433,34427,34428,34434,34438,34433,34434
202107210707,34427,34435,34427,34435,34433,34440,34433,34440
202107210708,34435,34440,34435,34440,34440,34445,34440,34445
202107210709,34440,34446,34439,34446,34445,34452,34445,34452
202107210710,34446,34448,34444,34444,34452,34453,34450,34450
202107210711,34444,34445,34443,34445,34450,34450,34447,34450
202107210712,34445,34447,34443,34443,34450,34453,34447,34449
202107210713,34443,34443,34438,34440,34449,34449,34444,34445
202107210714,34440,34442,34440,34441,34445,34448,34445,34446
202107210715,34441,34447,34441,34444,34446,34453,34446,34450
202107210716,34445,34450,34443,34448,34450,34455,34448,34454
202107210717,34449,34453,34448,34450,34455,34457,34453,34456
202107210718,34450,34450,34449,34449,34456,34456,34453,34453
202107210719,34449,34452,34448,34449,34453,34458,34453,34455
202107210720,34449,34450,34448,34448,34455,34455,34453,34453
202107210721,34448,34454,34448,34453,34453,34458,34453,34458
202107210722,34453,34457,34453,34456,34458,34461,34458,34460
202107210723,34456,34457,34454,34454,34460,34461,34459,34459
202107210724,34455,34456,34454,34456,34460,34461,34459,34461
202107210725,34456,34456,34453,34454,34461,34461,34457,34459
202107210726,34454,34454,34449,34449,34459,34459,34455,34455
202107210727,34449,34450,34445,34445,34455,34455,34450,34450
202107210728,34445,34445,34440,34442,34450,34450,34445,34447
202107210729,34441,34445,34441,34442,34446,34451,34446,34447
202107210730,34442,34443,34441,34442,34447,34447,34445,34447
202107210731,34442,34443,34441,34441,34447,34448,34445,34445
202107210732,34441,34444,34439,34444,34445,34449,34444,34449
202107210733,34444,34445,34442,34442,34449,34449,34448,34448
202107210734,34442,34445,34441,34445,34448,34449,34446,34449
202107210735,34445,34445,34441,34444,34449,34449,34446,34449
202107210736,34444,34444,34442,34443,34449,34449,34447,34447
202107210737,34443,34447,34441,34447,34447,34452,34445,34452
202107210738,34447,34447,34440,34440,34452,34452,34445,34445
202107210739,34440,34442,34439,34442,34445,34447,34444,34447
202107210740,34442,34445,34440,34443,34447,34449,34445,34448
202107210741,34443,34443,34441,34441,34448,34448,34446,34446
202107210742,34442,34448,34441,34448,34447,34454,34446,34453
202107210743,34449,34449,34443,34443,34454,34454,34448,34448
202107210744,34443,34447,34443,34447,34448,34451,34448,34451
202107210745,34447,34448,34444,34446,34451,34453,34449,34450
202107210746,34446,34447,34441,34442,34450,34451,34445,34446
202107210747,34442,34449,34441,34448,34446,34453,34445,34453
202107210748,34448,34450,34447,34449,34453,34454,34452,34453
