日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202102080830,28859,28860,28826,28828,28865,28867,28835,28835
202102080831,28828,28833,28816,28818,28835,28839,28824,28824
202102080832,28822,28847,28820,28839,28829,28855,28825,28849
202102080833,28839,28846,28839,28845,28849,28852,28847,28850
202102080834,28845,28851,28837,28851,28850,28856,28847,28854
202102080835,28851,28851,28833,28839,28854,28855,28843,28844
202102080836,28839,28840,28817,28819,28844,28845,28824,28825
202102080837,28819,28830,28819,28830,28825,28837,28824,28837
202102080838,28830,28830,28821,28823,28836,28836,28830,28834
202102080839,28823,28836,28821,28836,28834,28845,28828,28845
202102080840,28836,28836,28835,28835,28845,28847,28840,28842
202102080841,28835,28841,28835,28841,28842,28849,28839,28845
202102080842,28841,28846,28834,28836,28845,28851,28841,28842
202102080843,28836,28860,28836,28856,28842,28866,28842,28860
202102080844,28856,28857,28843,28851,28860,28861,28850,28857
202102080845,28850,28850,28839,28839,28851,28860,28845,28846
202102080846,28839,28842,28824,28824,28846,28849,28830,28830
202102080847,28824,28825,28819,28819,28830,28830,28823,28824
202102080848,28820,28839,28819,28839,28824,28844,28823,28844
202102080849,28839,28839,28833,28835,28844,28844,28841,28841
202102080850,28835,28835,28830,28832,28841,28841,28836,28838
202102080851,28832,28835,28831,28831,28838,28840,28836,28837
202102080852,28831,28841,28831,28838,28837,28843,28837,28843
202102080853,28838,28840,28835,28838,28843,28844,28841,28844
202102080854,28838,28846,28838,28845,28844,28850,28843,28850
202102080855,28845,28846,28845,28845,28850,28851,28848,28848
202102080856,28845,28847,28841,28841,28848,28850,28845,28847
202102080857,28841,28843,28839,28842,28847,28848,28846,28846
202102080858,28842,28845,28836,28836,28847,28849,28841,28841
202102080859,28836,28849,28830,28843,28841,28853,28837,28850
202102080900,28843,28879,28826,28879,28850,28884,28831,28884
202102080901,28879,28883,28826,28851,28884,28888,28832,28858
202102080902,28850,28858,28826,28827,28857,28866,28830,28832
202102080903,28827,28828,28803,28812,28832,28833,28808,28816
202102080904,28812,28832,28802,28824,28816,28841,28807,28833
202102080905,28825,28849,28820,28840,28834,28858,28829,28849
202102080906,28840,28859,28829,28856,28849,28866,28837,28866
202102080907,28857,28906,28856,28906,28864,28910,28864,28909
202102080908,28906,28933,28905,28907,28909,28939,28909,28915
202102080909,28908,28908,28887,28903,28915,28915,28890,28910
202102080910,28903,28936,28903,28928,28910,28942,28910,28933
202102080911,28928,28928,28906,28919,28933,28933,28911,28926
202102080912,28919,28942,28919,28929,28926,28948,28926,28936
202102080913,28929,29022,28929,29019,28935,29038,28935,29026
202102080914,29020,29066,28995,29059,29026,29070,29000,29067
202102080915,29059,29113,29056,29103,29067,29122,29062,29111
202102080916,29103,29164,29103,29140,29111,29170,29111,29149
202102080917,29143,29180,29143,29145,29150,29186,29149,29151
202102080918,29145,29195,29144,29159,29151,29204,29150,29165
202102080919,29159,29185,29146,29149,29165,29194,29155,29156
202102080920,29149,29170,29145,29154,29155,29175,29150,29161
202102080921,29154,29181,29141,29169,29161,29187,29146,29176
202102080922,29169,29180,29161,29170,29176,29185,29167,29175
202102080923,29169,29215,29169,29214,29175,29221,29175,29220
202102080924,29214,29234,29188,29219,29219,29242,29195,29227
202102080925,29225,29230,29196,29196,29230,29236,29202,29202
202102080926,29196,29202,29183,29198,29202,29210,29190,29206
202102080927,29198,29219,29194,29199,29206,29225,29201,29209
202102080928,29199,29199,29182,29189,29210,29210,29187,29199
202102080929,29189,29225,29189,29215,29199,29230,29196,29224
202102080930,29216,29231,29211,29211,29225,29235,29216,29217
202102080931,29211,29235,29211,29235,29217,29244,29217,29244
202102080932,29234,29271,29234,29245,29242,29277,29242,29251
202102080933,29244,29253,29231,29233,29251,29260,29237,29240
202102080934,29233,29249,29231,29239,29240,29254,29238,29246
202102080935,29239,29266,29239,29260,29246,29271,29246,29264
202102080936,29260,29260,29225,29225,29264,29264,29230,29230
202102080937,29225,29230,29220,29230,29230,29236,29225,29235
202102080938,29230,29234,29211,29215,29235,29238,29217,29220
202102080939,29215,29234,29212,29226,29220,29239,29216,29231
202102080940,29226,29252,29225,29252,29231,29256,29230,29256
202102080941,29252,29278,29246,29256,29256,29284,29250,29261
202102080942,29258,29266,29255,29266,29264,29269,29261,29269
202102080943,29266,29274,29253,29269,29269,29279,29260,29273
202102080944,29270,29287,29264,29265,29273,29290,29268,29269
202102080945,29267,29267,29253,29262,29272,29272,29260,29266
202102080946,29262,29274,29251,29252,29266,29278,29255,29256
202102080947,29252,29268,29252,29259,29255,29274,29255,29265
202102080948,29259,29265,29251,29260,29265,29269,29257,29266
202102080949,29260,29261,29246,29254,29266,29266,29250,29260
202102080950,29254,29256,29241,29250,29260,29262,29245,29254
202102080951,29250,29267,29245,29263,29254,29269,29251,29268
202102080952,29263,29264,29251,29251,29268,29268,29255,29255
202102080953,29251,29252,29241,29243,29255,29255,29245,29248
202102080954,29243,29243,29221,29229,29248,29248,29225,29234
202102080955,29228,29234,29212,29220,29233,29238,29216,29225
202102080956,29220,29220,29205,29207,29225,29226,29209,29212
202102080957,29206,29219,29205,29210,29213,29224,29208,29215
202102080958,29210,29214,29201,29203,29215,29218,29206,29207
202102080959,29203,29211,29196,29206,29207,29215,29201,29211
202102081000,29206,29206,29191,29191,29212,29212,29196,29197
202102081001,29191,29203,29191,29199,29196,29209,29196,29203
202102081002,29198,29200,29176,29176,29204,29204,29178,29178
202102081003,29176,29190,29163,29184,29178,29195,29168,29190
202102081004,29184,29198,29181,29181,29190,29203,29184,29184
202102081005,29181,29186,29172,29178,29184,29193,29175,29183
202102081006,29178,29190,29176,29176,29183,29194,29179,29179
202102081007,29176,29215,29176,29204,29179,29219,29179,29210
202102081008,29204,29226,29203,29221,29210,29231,29209,29224
202102081009,29221,29231,29215,29225,29224,29235,29220,29229
202102081010,29225,29230,29222,29226,29229,29234,29227,29230
202102081011,29226,29247,29223,29241,29230,29252,29230,29243
202102081012,29241,29246,29231,29232,29243,29250,29235,29237
202102081013,29232,29239,29231,29232,29237,29243,29234,29236
202102081014,29232,29243,29231,29238,29236,29248,29235,29243
202102081015,29238,29260,29232,29254,29243,29265,29237,29258
202102081016,29254,29270,29252,29266,29258,29274,29257,29270
202102081017,29266,29275,29266,29271,29270,29278,29270,29276
202102081018,29271,29285,29271,29273,29276,29289,29275,29278
202102081019,29272,29281,29268,29268,29276,29287,29273,29273
202102081020,29268,29272,29266,29270,29273,29275,29270,29274
202102081021,29270,29280,29266,29274,29274,29284,29270,29278
202102081022,29274,29282,29271,29271,29278,29288,29275,29275
202102081023,29271,29275,29260,29262,29275,29281,29265,29267
202102081024,29262,29270,29261,29266,29267,29274,29266,29270
202102081025,29266,29287,29265,29286,29270,29289,29270,29288
202102081026,29286,29294,29286,29294,29288,29299,29288,29298
202102081027,29294,29312,29294,29308,29298,29317,29298,29313
202102081028,29310,29337,29308,29337,29313,29341,29313,29341
202102081029,29337,29362,29331,29361,29340,29366,29333,29366
