日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202005151500,2766.6,2766.6,2764.4,2765.4,2768.6,2768.6,2766.4,2767.4
202005151501,2765.5,2767.7,2764.4,2767.6,2767.5,2769.7,2766.4,2769.6
202005151502,2767.6,2769.3,2767.6,2768.3,2769.6,2771.3,2769.6,2770.3
202005151503,2768.3,2770.5,2768.3,2770.4,2770.3,2772.5,2770.3,2772.4
202005151504,2770.4,2770.4,2769.5,2769.6,2772.4,2772.4,2771.5,2771.6
202005151505,2769.5,2769.5,2766.7,2766.7,2771.5,2771.5,2768.7,2768.7
202005151506,2766.7,2766.7,2763.4,2763.4,2768.7,2768.7,2765.4,2765.4
202005151507,2763.3,2764.4,2761.3,2764.4,2765.3,2766.4,2763.3,2766.4
202005151508,2764.4,2764.5,2761.3,2762.9,2766.4,2766.5,2763.3,2764.9
202005151509,2762.9,2765.1,2762.3,2764.8,2764.9,2767.1,2764.3,2766.8
202005151510,2764.8,2765.3,2763.6,2764.7,2766.8,2767.3,2765.6,2766.7
202005151511,2764.7,2765.4,2763.5,2763.5,2766.7,2767.4,2765.5,2765.5
202005151512,2763.5,2763.5,2762.5,2762.7,2765.5,2765.5,2764.5,2764.7
202005151513,2762.7,2763.6,2762.7,2763.6,2764.7,2765.6,2764.7,2765.6
202005151514,2763.6,2764.8,2763.5,2764.6,2765.6,2766.8,2765.5,2766.6
202005151515,2764.6,2765.7,2763.9,2765.6,2766.6,2767.7,2765.9,2767.6
202005151516,2765.6,2766.6,2765.5,2766.6,2767.6,2768.6,2767.5,2768.6
202005151517,2766.6,2766.6,2765.2,2766.2,2768.6,2768.6,2767.2,2768.2
202005151518,2766.2,2766.2,2764.7,2765.4,2768.2,2768.2,2766.7,2767.4
202005151519,2765.3,2766.5,2765.3,2766.3,2767.3,2768.5,2767.3,2768.3
202005151520,2766.3,2766.3,2765.2,2765.6,2768.3,2768.3,2767.2,2767.6
202005151521,2765.6,2766.5,2764.8,2764.8,2767.6,2768.5,2766.8,2766.8
202005151522,2764.8,2765.2,2762.6,2762.6,2766.8,2767.2,2764.6,2764.6
202005151523,2762.7,2763.6,2762.5,2763.6,2764.7,2765.6,2764.5,2765.6
202005151524,2763.6,2764.4,2763.6,2764.1,2765.6,2766.4,2765.6,2766.1
202005151525,2764.1,2765.2,2764,2765.1,2766.1,2767.2,2766,2767.1
202005151526,2765.1,2766.2,2765.1,2766.2,2767.1,2768.2,2767.1,2768.2
202005151527,2766.2,2766.2,2765.3,2765.7,2768.2,2768.2,2767.3,2767.7
202005151528,2765.7,2766.2,2765.6,2765.9,2767.7,2768.2,2767.6,2767.9
202005151529,2765.9,2766.2,2765.1,2765.3,2767.9,2768.2,2767.1,2767.3
202005151530,2765.3,2765.6,2764.4,2764.4,2767.3,2767.6,2766.4,2766.4
202005151531,2764.4,2765,2763.7,2764.2,2766.4,2767,2765.7,2766.2
202005151532,2764.2,2764.8,2764.2,2764.5,2766.2,2766.8,2766.2,2766.5
202005151533,2764.5,2765.2,2764.4,2764.5,2766.5,2767.2,2766.4,2766.5
202005151534,2764.4,2765.4,2764,2765.4,2766.4,2767.4,2766,2767.4
202005151535,2765.4,2765.4,2764.5,2764.5,2767.4,2767.4,2766.5,2766.5
202005151536,2764.5,2764.5,2761.6,2762.4,2766.5,2766.5,2763.6,2764.4
202005151537,2762.4,2762.4,2761.4,2761.4,2764.4,2764.4,2763.4,2763.4
202005151538,2761.4,2763.3,2761.4,2763.1,2763.4,2765.3,2763.4,2765.1
202005151539,2763.1,2763.3,2762.7,2762.9,2765.1,2765.3,2764.7,2764.9
202005151540,2762.9,2763.3,2762.6,2763,2764.9,2765.3,2764.6,2765
202005151541,2763,2763.6,2762.6,2763.4,2765,2765.6,2764.6,2765.4
202005151542,2763.4,2763.6,2762.3,2762.5,2765.4,2765.6,2764.3,2764.5
202005151543,2762.5,2762.5,2762.1,2762.1,2764.5,2764.5,2764.1,2764.1
202005151544,2762.1,2762.5,2762.1,2762.5,2764.1,2764.5,2764.1,2764.5
202005151545,2762.5,2763.5,2761.3,2763.4,2764.5,2765.5,2763.3,2765.4
202005151546,2763.4,2763.6,2762.8,2763.4,2765.4,2765.6,2764.8,2765.4
202005151547,2763.5,2763.5,2762.8,2763.5,2765.5,2765.5,2764.8,2765.5
202005151548,2763.4,2764.2,2763.3,2764.2,2765.4,2766.2,2765.3,2766.2
202005151549,2764.2,2764.5,2764.2,2764.3,2766.2,2766.5,2766.2,2766.3
202005151550,2764.3,2764.3,2763.3,2763.9,2766.3,2766.3,2765.3,2765.9
202005151551,2763.9,2763.9,2762.7,2762.7,2765.9,2765.9,2764.7,2764.7
202005151552,2762.7,2765,2762.7,2764.6,2764.7,2767,2764.7,2766.6
202005151553,2764.6,2764.8,2763.6,2764.6,2766.6,2766.8,2765.6,2766.6
202005151554,2764.6,2764.6,2763.7,2764.3,2766.6,2766.6,2765.7,2766.3
202005151555,2764.4,2765,2763.8,2764.4,2766.4,2767,2765.8,2766.4
202005151556,2764.4,2766.1,2764,2766.1,2766.4,2768.1,2766,2768.1
202005151557,2766.1,2767.4,2765.9,2766.6,2768.1,2769.4,2767.9,2768.6
202005151558,2766.6,2767.3,2766.4,2766.5,2768.6,2769.3,2768.4,2768.5
202005151559,2766.5,2766.5,2765.4,2766,2768.5,2768.5,2767.4,2768
202005151600,2766,2773.5,2766,2772.6,2768,2775.5,2768,2774.6
202005151601,2772.5,2776.7,2772.3,2776.7,2774.5,2778.7,2774.3,2778.7
202005151602,2776.6,2781.3,2775.1,2781.3,2778.6,2783.3,2777.1,2783.3
202005151603,2781.3,2783.7,2781.3,2781.3,2783.3,2785.7,2783.3,2783.3
202005151604,2781.3,2782.4,2779.4,2780.6,2783.3,2784.4,2781.4,2782.6
202005151605,2780.6,2781.2,2778.4,2778.4,2782.6,2783.2,2780.4,2780.4
202005151606,2778.4,2784.1,2778.4,2784,2780.4,2786.1,2780.4,2786
202005151607,2783.8,2784.1,2781.9,2783.4,2785.8,2786.1,2783.9,2785.4
202005151608,2783.5,2783.5,2779.8,2780.6,2785.5,2785.5,2781.8,2782.6
202005151609,2780.6,2781.3,2779.7,2779.9,2782.6,2783.3,2781.7,2781.9
202005151610,2779.7,2783.5,2779.7,2783.4,2781.7,2785.5,2781.7,2785.4
202005151611,2783.4,2784,2781.2,2781.2,2785.4,2786,2783.2,2783.2
202005151612,2781.2,2781.5,2777.6,2779.6,2783.2,2783.5,2779.6,2781.6
202005151613,2779.3,2780,2778.5,2779.7,2781.3,2782,2780.5,2781.7
202005151614,2779.7,2779.8,2777.4,2778.2,2781.7,2781.8,2779.4,2780.2
202005151615,2778.2,2781.1,2776.9,2776.9,2780.2,2783.1,2778.9,2778.9
202005151616,2776.9,2777.2,2775.4,2775.7,2778.9,2779.2,2777.4,2777.7
202005151617,2775.8,2776.7,2774.8,2776,2777.8,2778.7,2776.8,2778
202005151618,2776,2776.1,2774.6,2775.5,2778,2778.1,2776.6,2777.5
202005151619,2775.5,2777.3,2774.7,2775.2,2777.5,2779.3,2776.7,2777.2
202005151620,2775.3,2776,2772.6,2775.4,2777.3,2778,2774.6,2777.4
202005151621,2775.4,2775.4,2773.6,2775.4,2777.4,2777.4,2775.6,2777.4
202005151622,2775.3,2775.3,2773.2,2774,2777.3,2777.3,2775.2,2776
202005151623,2774,2777.7,2772.6,2776.5,2776,2779.7,2774.6,2778.5
202005151624,2776.5,2776.5,2775.6,2775.7,2778.5,2778.5,2777.6,2777.7
202005151625,2775.7,2776.4,2775.6,2776.4,2777.7,2778.4,2777.6,2778.4
202005151626,2776.4,2776.6,2775.6,2776.6,2778.4,2778.6,2777.6,2778.6
202005151627,2776.6,2777.1,2775.7,2775.7,2778.6,2779.1,2777.7,2777.7
202005151628,2775.7,2776.1,2773.1,2773.2,2777.7,2778.1,2775.1,2775.2
202005151629,2773.2,2773.9,2772.2,2773.6,2775.2,2775.9,2774.2,2775.6
202005151630,2773.6,2773.6,2771.8,2772,2775.6,2775.6,2773.8,2774
202005151631,2772,2772,2768.8,2769.4,2774,2774,2770.8,2771.4
202005151632,2769.5,2771.5,2769.4,2769.7,2771.5,2773.5,2771.4,2771.7
202005151633,2769.6,2774.7,2769.6,2774.7,2771.6,2776.7,2771.6,2776.7
202005151634,2774.7,2775.1,2772,2772.3,2776.7,2777.1,2774,2774.3
202005151635,2772.4,2772.8,2771.5,2772.6,2774.4,2774.8,2773.5,2774.6
202005151636,2772.6,2773.8,2771.7,2773.7,2774.6,2775.8,2773.7,2775.7
