日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202106290830,28879,28882,28875,28882,28885,28890,28882,28889
202106290831,28882,28889,28882,28883,28889,28896,28889,28890
202106290832,28883,28886,28878,28880,28890,28890,28885,28886
202106290833,28880,28880,28875,28877,28886,28886,28883,28883
202106290834,28877,28894,28877,28885,28883,28900,28883,28892
202106290835,28885,28887,28885,28887,28890,28895,28890,28895
202106290836,28887,28887,28878,28880,28895,28895,28884,28884
202106290837,28880,28881,28877,28877,28884,28885,28884,28884
202106290838,28877,28881,28872,28875,28884,28890,28879,28880
202106290839,28875,28876,28873,28876,28880,28880,28879,28879
202106290840,28876,28878,28870,28876,28879,28885,28875,28884
202106290841,28876,28892,28870,28890,28884,28898,28874,28894
202106290842,28890,28894,28884,28889,28894,28900,28890,28895
202106290843,28889,28891,28877,28879,28895,28895,28884,28884
202106290844,28877,28887,28877,28878,28883,28891,28883,28885
202106290845,28880,28900,28869,28875,28881,28905,28873,28879
202106290846,28875,28888,28871,28882,28880,28894,28877,28889
202106290847,28881,28881,28871,28874,28889,28889,28874,28878
202106290848,28874,28884,28873,28884,28878,28890,28878,28890
202106290849,28884,28888,28878,28880,28890,28894,28885,28888
202106290850,28880,28889,28878,28884,28888,28894,28885,28894
202106290851,28887,28887,28881,28884,28894,28894,28886,28888
202106290852,28884,28895,28881,28881,28888,28898,28885,28886
202106290853,28881,28881,28862,28862,28885,28885,28866,28866
202106290854,28862,28870,28862,28870,28866,28875,28866,28875
202106290855,28870,28870,28862,28862,28875,28875,28866,28867
202106290856,28862,28865,28858,28864,28867,28869,28862,28869
202106290857,28864,28872,28861,28862,28869,28876,28865,28865
202106290858,28862,28870,28862,28867,28865,28874,28865,28872
202106290859,28868,28884,28856,28880,28873,28888,28860,28885
202106290900,28885,28921,28865,28865,28891,28924,28870,28870
202106290901,28865,28866,28792,28795,28870,28871,28795,28800
202106290902,28795,28805,28767,28803,28799,28811,28771,28810
202106290903,28802,28802,28745,28753,28810,28810,28749,28758
202106290904,28754,28757,28735,28750,28758,28764,28741,28753
202106290905,28746,28748,28706,28706,28750,28754,28712,28712
202106290906,28705,28745,28700,28743,28711,28749,28705,28748
202106290907,28743,28761,28716,28737,28748,28764,28719,28741
202106290908,28737,28741,28716,28731,28740,28746,28720,28735
202106290909,28728,28735,28721,28724,28733,28739,28725,28730
202106290910,28725,28740,28715,28740,28730,28744,28719,28744
202106290911,28740,28755,28732,28742,28744,28759,28737,28746
202106290912,28742,28742,28736,28741,28746,28747,28738,28746
202106290913,28741,28752,28734,28744,28747,28754,28738,28749
202106290914,28744,28772,28743,28768,28749,28774,28749,28774
202106290915,28766,28771,28756,28757,28772,28773,28758,28760
202106290916,28756,28785,28756,28782,28762,28789,28760,28784
202106290917,28782,28792,28781,28784,28784,28794,28784,28788
202106290918,28784,28807,28782,28798,28788,28809,28787,28803
202106290919,28798,28810,28794,28807,28803,28814,28799,28809
202106290920,28805,28817,28801,28803,28809,28819,28804,28808
202106290921,28802,28817,28801,28807,28807,28819,28805,28809
202106290922,28807,28809,28792,28794,28809,28813,28796,28799
202106290923,28794,28797,28788,28788,28799,28801,28793,28793
202106290924,28788,28797,28783,28795,28793,28799,28788,28798
202106290925,28795,28802,28790,28802,28798,28805,28793,28804
202106290926,28802,28802,28791,28797,28804,28806,28796,28800
202106290927,28797,28807,28797,28803,28800,28812,28800,28808
202106290928,28804,28807,28796,28803,28808,28811,28802,28808
202106290929,28803,28811,28803,28811,28808,28814,28808,28813
202106290930,28811,28811,28797,28806,28813,28813,28801,28811
202106290931,28806,28822,28806,28821,28811,28826,28809,28826
202106290932,28821,28827,28821,28827,28826,28832,28825,28831
202106290933,28827,28835,28822,28833,28831,28839,28826,28839
202106290934,28833,28835,28822,28825,28839,28839,28826,28828
202106290935,28825,28841,28825,28837,28828,28843,28828,28839
202106290936,28837,28840,28829,28837,28839,28843,28833,28839
202106290937,28837,28837,28816,28823,28839,28842,28821,28828
202106290938,28823,28831,28817,28817,28828,28833,28821,28822
202106290939,28817,28820,28811,28814,28822,28824,28816,28819
202106290940,28814,28816,28811,28812,28819,28819,28814,28814
202106290941,28812,28812,28800,28805,28814,28814,28803,28809
202106290942,28806,28807,28801,28807,28808,28812,28803,28810
202106290943,28807,28817,28803,28804,28810,28820,28808,28808
202106290944,28804,28809,28801,28803,28808,28814,28803,28808
202106290945,28803,28806,28796,28805,28808,28809,28798,28809
202106290946,28806,28807,28800,28801,28808,28811,28803,28807
202106290947,28801,28805,28798,28804,28807,28809,28803,28808
202106290948,28804,28804,28791,28791,28808,28808,28795,28797
202106290949,28791,28794,28786,28787,28797,28799,28790,28790
202106290950,28787,28802,28786,28802,28790,28807,28788,28803
202106290951,28802,28802,28791,28801,28803,28804,28796,28803
202106290952,28801,28801,28791,28795,28803,28803,28795,28798
202106290953,28795,28802,28790,28792,28798,28804,28793,28796
202106290954,28791,28796,28787,28796,28796,28799,28790,28798
202106290955,28796,28797,28791,28796,28798,28799,28795,28798
202106290956,28796,28797,28786,28793,28798,28799,28790,28798
202106290957,28792,28796,28791,28796,28797,28799,28793,28798
202106290958,28795,28806,28795,28803,28798,28809,28798,28807
202106290959,28803,28804,28796,28802,28807,28808,28802,28804
202106291000,28802,28807,28799,28803,28804,28812,28803,28808
202106291001,28803,28804,28801,28802,28808,28809,28803,28804
202106291002,28802,28803,28791,28796,28804,28807,28794,28798
202106291003,28793,28799,28791,28796,28799,28803,28794,28800
202106291004,28797,28797,28791,28795,28799,28801,28794,28799
202106291005,28794,28794,28783,28792,28798,28801,28786,28795
202106291006,28792,28798,28791,28791,28795,28803,28793,28795
202106291007,28792,28792,28781,28782,28795,28795,28785,28785
202106291008,28782,28787,28781,28782,28785,28791,28784,28785
202106291009,28782,28782,28773,28781,28785,28787,28777,28783
202106291010,28781,28782,28773,28782,28783,28784,28778,28784
202106291011,28782,28782,28771,28775,28784,28784,28775,28778
202106291012,28775,28782,28771,28772,28778,28784,28775,28775
202106291013,28772,28772,28761,28763,28775,28776,28764,28768
202106291014,28763,28773,28763,28769,28768,28777,28767,28773
202106291015,28768,28774,28766,28773,28773,28778,28769,28778
202106291016,28773,28787,28772,28786,28778,28792,28776,28791
202106291017,28786,28787,28785,28787,28791,28792,28788,28792
202106291018,28788,28812,28788,28805,28794,28814,28793,28808
202106291019,28805,28807,28801,28803,28808,28810,28806,28808
202106291020,28803,28811,28802,28808,28808,28814,28806,28814
202106291021,28808,28817,28806,28807,28814,28820,28808,28809
202106291022,28807,28810,28806,28807,28809,28814,28808,28810
202106291023,28807,28807,28801,28807,28809,28811,28805,28810
202106291024,28807,28807,28803,28806,28809,28812,28808,28810
202106291025,28806,28807,28801,28803,28810,28812,28804,28809
202106291026,28804,28807,28801,28806,28809,28810,28805,28808
202106291027,28806,28812,28806,28811,28808,28815,28808,28815
202106291028,28811,28817,28811,28816,28815,28820,28813,28818
202106291029,28816,28816,28811,28812,28818,28819,28814,28815
202106291030,28812,28812,28801,28802,28815,28815,28804,28804
202106291031,28802,28802,28794,28797,28804,28804,28798,28799
202106291032,28796,28797,28791,28791,28800,28800,28795,28797
202106291033,28791,28794,28786,28792,28797,28799,28789,28795
202106291034,28792,28793,28781,28782,28795,28798,28786,28786
202106291035,28782,28785,28771,28772,28786,28789,28774,28774
202106291036,28772,28777,28766,28777,28774,28782,28769,28779
202106291037,28777,28777,28773,28777,28779,28780,28778,28780
202106291038,28777,28785,28773,28781,28780,28789,28778,28786
202106291039,28781,28784,28778,28783,28786,28788,28781,28788
202106291040,28784,28787,28781,28787,28788,28790,28785,28789
