日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201912020800,28078,28099,28078,28089,28080,28102,28080,28092
201912020801,28089,28098,28089,28096,28092,28100,28092,28099
201912020802,28095,28097,28092,28097,28098,28100,28095,28100
201912020803,28098,28103,28097,28101,28100,28105,28100,28104
201912020804,28101,28103,28101,28103,28104,28105,28103,28105
201912020805,28103,28105,28102,28103,28105,28109,28105,28105
201912020806,28103,28104,28102,28102,28105,28107,28104,28105
201912020807,28102,28103,28099,28100,28105,28106,28102,28102
201912020808,28101,28104,28098,28098,28103,28106,28101,28101
201912020809,28098,28099,28095,28096,28101,28101,28099,28099
201912020810,28096,28096,28094,28095,28099,28099,28097,28098
201912020811,28095,28095,28093,28095,28098,28098,28095,28098
201912020812,28095,28097,28093,28096,28098,28100,28097,28099
201912020813,28096,28097,28094,28097,28099,28100,28098,28100
201912020814,28097,28100,28096,28098,28100,28103,28098,28102
201912020815,28099,28100,28098,28099,28103,28104,28101,28102
201912020816,28099,28101,28099,28100,28102,28104,28102,28102
201912020817,28100,28100,28098,28099,28102,28102,28101,28102
201912020818,28099,28099,28088,28090,28102,28102,28092,28094
201912020819,28090,28091,28088,28088,28094,28094,28090,28091
201912020820,28088,28089,28079,28083,28091,28091,28083,28086
201912020821,28083,28084,28080,28081,28086,28086,28083,28084
201912020822,28081,28081,28078,28081,28084,28084,28081,28083
201912020823,28081,28083,28080,28082,28083,28085,28083,28085
201912020824,28082,28086,28082,28086,28085,28089,28085,28089
201912020825,28086,28086,28084,28086,28089,28090,28088,28089
201912020826,28086,28087,28084,28085,28089,28089,28087,28087
201912020827,28085,28087,28083,28087,28087,28089,28086,28089
201912020828,28087,28087,28085,28086,28089,28089,28088,28088
201912020829,28086,28086,28083,28083,28088,28089,28085,28085
201912020830,28084,28088,28084,28087,28087,28090,28087,28089
201912020831,28087,28090,28086,28087,28089,28092,28088,28090
201912020832,28087,28089,28085,28085,28090,28091,28088,28088
201912020833,28085,28085,28083,28083,28088,28088,28086,28087
201912020834,28083,28086,28083,28086,28087,28090,28087,28090
201912020835,28086,28087,28086,28087,28090,28090,28088,28089
201912020836,28088,28088,28086,28087,28090,28091,28088,28090
201912020837,28088,28090,28087,28087,28091,28092,28090,28090
201912020838,28087,28088,28087,28087,28090,28090,28090,28090
201912020839,28087,28088,28087,28088,28090,28090,28089,28090
201912020840,28087,28088,28086,28087,28090,28090,28089,28090
201912020841,28087,28090,28087,28087,28090,28092,28089,28089
201912020842,28088,28091,28087,28090,28090,28093,28089,28092
201912020843,28090,28091,28087,28087,28092,28093,28090,28090
201912020844,28087,28089,28085,28088,28090,28091,28088,28091
201912020845,28088,28095,28088,28091,28091,28097,28091,28094
201912020846,28091,28094,28090,28092,28094,28096,28092,28095
201912020847,28092,28096,28092,28096,28095,28099,28094,28098
201912020848,28096,28101,28095,28101,28098,28104,28098,28104
201912020849,28101,28102,28100,28102,28104,28105,28102,28105
201912020850,28102,28104,28102,28104,28105,28106,28104,28106
201912020851,28104,28107,28103,28107,28106,28110,28105,28109
201912020852,28108,28109,28107,28108,28110,28111,28109,28110
201912020853,28108,28108,28106,28106,28110,28110,28108,28109
201912020854,28106,28106,28105,28106,28109,28109,28107,28108
201912020855,28106,28106,28105,28105,28108,28108,28107,28107
201912020856,28105,28108,28105,28108,28107,28111,28107,28110
201912020857,28107,28109,28107,28109,28109,28112,28109,28111
201912020858,28109,28110,28108,28108,28111,28112,28111,28111
201912020859,28108,28108,28105,28107,28111,28111,28107,28109
201912020900,28107,28115,28105,28115,28109,28117,28108,28117
201912020901,28115,28115,28112,28115,28117,28118,28114,28118
201912020902,28115,28118,28115,28117,28118,28120,28118,28120
201912020903,28117,28120,28116,28116,28120,28122,28118,28119
201912020904,28117,28125,28117,28125,28120,28128,28120,28128
201912020905,28125,28139,28125,28135,28128,28141,28128,28137
201912020906,28135,28148,28133,28142,28137,28150,28135,28144
201912020907,28141,28147,28139,28142,28143,28150,28141,28144
201912020908,28142,28151,28142,28151,28144,28154,28144,28153
201912020909,28151,28154,28146,28147,28153,28156,28148,28150
201912020910,28147,28150,28143,28148,28150,28152,28145,28150
201912020911,28148,28150,28144,28145,28150,28152,28146,28147
201912020912,28145,28148,28142,28143,28147,28150,28144,28145
201912020913,28142,28143,28138,28138,28144,28146,28140,28140
201912020914,28138,28140,28137,28139,28140,28143,28139,28142
201912020915,28139,28144,28139,28141,28142,28147,28141,28143
201912020916,28141,28147,28140,28146,28143,28149,28143,28149
201912020917,28146,28148,28145,28147,28149,28150,28148,28149
201912020918,28147,28148,28146,28147,28149,28150,28148,28149
201912020919,28147,28150,28147,28150,28149,28153,28149,28152
201912020920,28150,28160,28150,28159,28152,28163,28152,28161
201912020921,28158,28158,28155,28157,28160,28160,28157,28159
201912020922,28157,28159,28151,28153,28159,28162,28154,28155
201912020923,28152,28152,28149,28149,28154,28155,28151,28152
201912020924,28149,28150,28147,28150,28152,28152,28150,28152
201912020925,28150,28151,28148,28151,28152,28154,28150,28153
201912020926,28151,28151,28150,28150,28153,28153,28152,28153
201912020927,28150,28152,28150,28152,28153,28154,28152,28154
201912020928,28152,28153,28152,28153,28154,28155,28154,28155
201912020929,28153,28158,28153,28156,28155,28160,28155,28159
201912020930,28156,28161,28154,28161,28159,28163,28156,28163
201912020931,28160,28162,28159,28159,28162,28164,28162,28162
201912020932,28159,28160,28152,28152,28162,28162,28154,28154
201912020933,28152,28154,28150,28153,28154,28156,28153,28155
201912020934,28153,28154,28152,28154,28155,28156,28155,28156
201912020935,28154,28155,28150,28150,28156,28157,28153,28153
201912020936,28150,28154,28150,28153,28153,28156,28153,28155
201912020937,28154,28154,28152,28154,28156,28156,28155,28156
201912020938,28154,28155,28154,28154,28156,28157,28156,28156
201912020939,28154,28154,28152,28152,28156,28156,28154,28154
201912020940,28152,28153,28150,28153,28154,28156,28152,28155
201912020941,28152,28152,28147,28147,28154,28155,28150,28150
201912020942,28147,28149,28147,28147,28150,28151,28150,28150
201912020943,28146,28148,28146,28147,28149,28151,28148,28150
201912020944,28147,28149,28147,28148,28150,28151,28149,28151
201912020945,28148,28150,28147,28148,28151,28152,28150,28150
201912020946,28149,28150,28146,28147,28151,28152,28149,28149
201912020947,28148,28149,28147,28148,28150,28151,28150,28150
201912020948,28148,28149,28146,28149,28150,28151,28149,28151
