日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202003051015,26280,26298,26238,26260,26286,26301,26242,26265
202003051016,26259,26286,26241,26271,26265,26289,26244,26274
202003051017,26271,26276,26252,26276,26274,26280,26256,26280
202003051018,26276,26279,26253,26270,26280,26283,26256,26274
202003051019,26268,26282,26258,26270,26271,26285,26261,26273
202003051020,26270,26289,26262,26286,26273,26292,26265,26290
202003051021,26286,26302,26282,26291,26290,26305,26285,26295
202003051022,26291,26295,26266,26280,26295,26298,26270,26284
202003051023,26280,26287,26272,26282,26284,26290,26275,26285
202003051024,26282,26288,26268,26279,26285,26291,26271,26282
202003051025,26279,26279,26265,26276,26282,26282,26268,26279
202003051026,26276,26294,26272,26291,26279,26298,26275,26295
202003051027,26290,26302,26285,26292,26294,26305,26289,26296
202003051028,26292,26309,26292,26298,26296,26313,26296,26302
202003051029,26299,26312,26299,26306,26302,26315,26302,26310
202003051030,26306,26322,26270,26288,26310,26325,26273,26292
202003051031,26289,26302,26251,26264,26293,26306,26255,26268
202003051032,26268,26306,26265,26306,26271,26309,26268,26309
202003051033,26306,26331,26280,26280,26309,26334,26283,26283
202003051034,26280,26291,26257,26274,26283,26294,26260,26278
202003051035,26272,26302,26267,26302,26275,26306,26270,26306
202003051036,26302,26328,26301,26327,26306,26332,26304,26330
202003051037,26327,26356,26316,26349,26330,26359,26319,26352
202003051038,26352,26361,26326,26333,26355,26364,26330,26337
202003051039,26333,26386,26333,26386,26337,26390,26336,26390
202003051040,26386,26407,26378,26392,26390,26410,26381,26395
202003051041,26391,26418,26391,26414,26395,26422,26395,26418
202003051042,26414,26427,26399,26412,26418,26430,26402,26415
202003051043,26412,26444,26412,26435,26415,26448,26415,26439
202003051044,26435,26436,26408,26408,26438,26440,26411,26411
202003051045,26408,26422,26375,26383,26411,26425,26378,26386
202003051046,26383,26388,26360,26362,26386,26391,26363,26365
202003051047,26361,26378,26355,26370,26365,26381,26358,26373
202003051048,26370,26371,26324,26331,26373,26374,26328,26334
202003051049,26331,26340,26309,26313,26334,26343,26312,26316
202003051050,26314,26340,26309,26328,26317,26343,26313,26331
202003051051,26328,26353,26316,26350,26331,26356,26319,26353
202003051052,26350,26354,26333,26351,26353,26357,26336,26355
202003051053,26352,26380,26352,26379,26355,26383,26355,26382
202003051054,26379,26382,26370,26372,26382,26385,26373,26375
202003051055,26372,26373,26330,26338,26375,26376,26334,26342
202003051056,26337,26360,26333,26352,26340,26363,26336,26355
202003051057,26352,26370,26352,26366,26355,26374,26355,26369
202003051058,26366,26372,26348,26362,26369,26375,26351,26365
202003051059,26362,26373,26361,26366,26365,26377,26364,26369
202003051100,26366,26373,26332,26336,26369,26377,26336,26339
202003051101,26336,26350,26336,26350,26339,26354,26339,26353
202003051102,26350,26366,26346,26366,26353,26369,26350,26369
202003051103,26365,26374,26363,26369,26368,26377,26366,26372
