日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202011261015,16515,16515,16487,16489,16520,16520,16492,16494
202011261016,16489,16494,16473,16478,16494,16499,16478,16484
202011261017,16479,16487,16475,16487,16484,16492,16480,16492
202011261018,16487,16499,16485,16489,16492,16504,16491,16494
202011261019,16489,16501,16489,16496,16494,16506,16494,16501
202011261020,16496,16502,16493,16498,16501,16507,16499,16503
202011261021,16498,16500,16492,16494,16503,16506,16499,16501
202011261022,16494,16495,16489,16489,16501,16501,16494,16494
202011261023,16489,16490,16480,16484,16494,16495,16487,16489
202011261024,16484,16487,16483,16483,16489,16493,16488,16488
202011261025,16483,16491,16483,16489,16488,16497,16488,16494
202011261026,16488,16491,16487,16491,16493,16496,16493,16496
202011261027,16491,16494,16490,16493,16496,16499,16495,16499
202011261028,16493,16495,16491,16494,16499,16500,16497,16499
202011261029,16494,16517,16494,16513,16499,16522,16499,16518
202011261030,16513,16517,16500,16513,16518,16522,16506,16518
202011261031,16513,16527,16498,16502,16518,16533,16503,16507
202011261032,16503,16527,16498,16524,16508,16533,16503,16529
202011261033,16524,16537,16521,16536,16529,16542,16526,16541
202011261034,16536,16536,16521,16526,16541,16541,16526,16531
202011261035,16525,16532,16520,16532,16530,16537,16525,16537
202011261036,16532,16542,16521,16540,16537,16547,16526,16545
202011261037,16540,16549,16532,16540,16545,16554,16537,16545
202011261038,16540,16551,16536,16539,16545,16556,16541,16544
202011261039,16539,16549,16528,16528,16544,16554,16533,16533
202011261040,16528,16532,16521,16530,16533,16537,16526,16535
202011261041,16530,16532,16523,16532,16535,16537,16528,16537
202011261042,16532,16535,16522,16522,16537,16540,16527,16527
202011261043,16522,16529,16519,16519,16527,16535,16524,16524
202011261044,16519,16523,16504,16505,16524,16528,16509,16510
202011261045,16505,16518,16505,16517,16510,16523,16510,16522
202011261046,16517,16524,16512,16524,16522,16529,16517,16529
202011261047,16523,16526,16511,16515,16528,16531,16516,16520
202011261048,16515,16517,16501,16501,16520,16522,16506,16506
202011261049,16501,16506,16495,16500,16506,16511,16500,16505
202011261050,16500,16509,16500,16505,16505,16514,16505,16510
202011261051,16505,16518,16505,16511,16510,16523,16510,16516
202011261052,16511,16515,16502,16502,16516,16520,16507,16507
202011261053,16502,16502,16498,16501,16507,16508,16503,16506
202011261054,16502,16502,16484,16485,16507,16507,16489,16490
202011261055,16485,16492,16477,16484,16490,16497,16482,16489
202011261056,16484,16496,16482,16496,16489,16501,16487,16501
202011261057,16496,16502,16492,16498,16501,16507,16498,16503
202011261058,16498,16499,16495,16496,16503,16504,16500,16501
202011261059,16496,16505,16489,16505,16501,16510,16494,16510
202011261100,16506,16522,16503,16515,16511,16527,16508,16520
202011261101,16515,16518,16508,16511,16520,16523,16513,16516
202011261102,16511,16518,16510,16512,16516,16523,16515,16517
202011261103,16512,16523,16510,16522,16517,16529,16515,16527
202011261104,16522,16528,16518,16524,16527,16533,16523,16529
202011261105,16524,16525,16519,16523,16529,16530,16524,16528
202011261106,16523,16527,16518,16520,16528,16532,16523,16525
202011261107,16520,16528,16517,16522,16525,16533,16522,16527
202011261108,16522,16534,16519,16533,16527,16539,16524,16538
202011261109,16532,16533,16522,16525,16537,16538,16527,16530
202011261110,16525,16527,16517,16521,16530,16532,16523,16526
202011261111,16521,16524,16512,16513,16526,16529,16517,16518
202011261112,16513,16518,16508,16513,16518,16524,16513,16518
202011261113,16513,16523,16509,16512,16518,16528,16514,16517
