日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201910161015,14132,14132,14121,14123,14137,14137,14126,14128
201910161016,14124,14127,14119,14124,14129,14132,14124,14129
201910161017,14124,14124,14119,14119,14129,14129,14124,14124
201910161018,14119,14120,14104,14111,14124,14125,14109,14119
201910161019,14111,14112,14105,14105,14119,14119,14110,14110
201910161020,14105,14106,14104,14105,14110,14111,14110,14110
201910161021,14105,14106,14099,14105,14110,14111,14104,14110
201910161022,14105,14107,14101,14104,14110,14112,14108,14109
201910161023,14104,14107,14099,14107,14109,14112,14104,14112
201910161024,14107,14107,14089,14091,14112,14113,14094,14096
201910161025,14091,14095,14089,14089,14096,14101,14094,14094
201910161026,14089,14090,14083,14085,14094,14095,14089,14090
201910161027,14085,14085,14074,14074,14090,14091,14079,14079
201910161028,14074,14081,14074,14080,14079,14086,14079,14085
201910161029,14080,14089,14076,14077,14085,14094,14081,14082
201910161030,14077,14108,14077,14106,14083,14113,14083,14111
201910161031,14106,14126,14104,14125,14111,14131,14109,14130
201910161032,14125,14135,14111,14135,14130,14140,14116,14140
201910161033,14135,14154,14135,14151,14140,14159,14140,14156
201910161034,14151,14166,14147,14165,14156,14171,14152,14170
201910161035,14165,14169,14156,14167,14170,14174,14161,14173
201910161036,14167,14173,14151,14171,14173,14179,14156,14176
201910161037,14172,14188,14172,14181,14177,14194,14177,14189
201910161038,14181,14201,14176,14197,14189,14206,14181,14202
201910161039,14196,14202,14175,14190,14201,14208,14180,14195
201910161040,14190,14191,14179,14186,14195,14196,14184,14191
201910161041,14186,14202,14186,14202,14191,14207,14191,14207
201910161042,14202,14227,14200,14224,14207,14232,14205,14229
201910161043,14224,14233,14223,14229,14229,14238,14228,14234
201910161044,14229,14244,14226,14238,14234,14249,14231,14243
201910161045,14238,14240,14224,14231,14243,14245,14229,14236
201910161046,14231,14232,14221,14231,14236,14239,14227,14239
