日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202109140830,30493,30496,30440,30456,30500,30500,30447,30469
202109140831,30456,30466,30456,30457,30469,30472,30464,30464
202109140832,30457,30463,30453,30454,30464,30470,30461,30464
202109140833,30454,30456,30450,30451,30464,30465,30454,30454
202109140834,30451,30462,30447,30461,30454,30471,30454,30464
202109140835,30461,30462,30452,30462,30464,30470,30460,30470
202109140836,30462,30462,30450,30451,30470,30470,30455,30457
202109140837,30451,30452,30426,30429,30457,30457,30433,30433
202109140838,30429,30429,30422,30422,30433,30434,30428,30428
202109140839,30422,30441,30415,30437,30428,30445,30418,30445
202109140840,30437,30439,30420,30427,30445,30445,30423,30431
202109140841,30427,30429,30415,30425,30431,30437,30423,30431
202109140842,30425,30428,30414,30416,30431,30437,30419,30419
202109140843,30416,30416,30400,30410,30419,30423,30407,30415
202109140844,30410,30411,30397,30397,30415,30418,30404,30405
202109140845,30390,30409,30390,30399,30391,30417,30391,30406
202109140846,30399,30410,30399,30409,30406,30415,30406,30415
202109140847,30409,30419,30407,30416,30415,30424,30414,30421
202109140848,30416,30425,30416,30416,30421,30429,30421,30422
202109140849,30416,30424,30411,30418,30422,30428,30416,30424
202109140850,30418,30419,30417,30417,30424,30425,30421,30421
202109140851,30417,30417,30402,30402,30421,30422,30405,30405
202109140852,30402,30405,30401,30402,30405,30411,30405,30411
202109140853,30402,30416,30402,30415,30408,30419,30408,30419
202109140854,30415,30416,30387,30401,30419,30419,30392,30405
202109140855,30401,30403,30397,30399,30405,30410,30402,30405
202109140856,30399,30400,30396,30397,30405,30405,30400,30402
202109140857,30397,30399,30391,30392,30402,30404,30395,30395
202109140858,30392,30395,30387,30390,30395,30402,30394,30396
202109140859,30390,30393,30384,30392,30396,30399,30389,30397
202109140900,30390,30396,30367,30395,30396,30405,30374,30400
202109140901,30401,30409,30351,30357,30408,30414,30355,30362
202109140902,30357,30367,30336,30360,30360,30374,30340,30367
202109140903,30360,30385,30360,30378,30367,30390,30367,30383
202109140904,30379,30393,30340,30378,30383,30398,30345,30385
202109140905,30378,30401,30364,30398,30385,30406,30369,30404
202109140906,30400,30404,30380,30382,30407,30408,30384,30385
202109140907,30382,30404,30381,30396,30385,30408,30385,30400
202109140908,30396,30399,30381,30394,30400,30404,30384,30398
202109140909,30394,30395,30352,30364,30398,30399,30356,30369
202109140910,30364,30372,30356,30361,30369,30376,30361,30366
202109140911,30361,30365,30353,30365,30366,30371,30358,30369
202109140912,30365,30367,30352,30356,30369,30371,30356,30359
202109140913,30355,30377,30355,30372,30360,30379,30360,30376
202109140914,30372,30380,30366,30372,30376,30384,30370,30376
202109140915,30372,30376,30359,30364,30376,30379,30363,30369
202109140916,30364,30369,30352,30366,30369,30374,30356,30373
202109140917,30366,30369,30356,30356,30373,30373,30359,30361
202109140918,30356,30370,30356,30359,30361,30374,30359,30363
202109140919,30359,30369,30351,30366,30363,30373,30357,30373
202109140920,30367,30371,30347,30348,30372,30374,30352,30353
202109140921,30348,30353,30338,30341,30353,30358,30343,30345
202109140922,30341,30351,30339,30342,30345,30355,30343,30346
202109140923,30342,30342,30318,30328,30346,30347,30323,30333
202109140924,30328,30340,30328,30337,30333,30345,30333,30340
202109140925,30337,30339,30331,30337,30340,30343,30335,30342
202109140926,30337,30361,30335,30359,30342,30364,30340,30364
202109140927,30357,30367,30357,30362,30360,30370,30360,30365
202109140928,30362,30369,30361,30369,30365,30374,30365,30374
202109140929,30370,30377,30366,30367,30374,30379,30370,30370
