日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202101210800,13286.3,13298.1,13286.3,13297.8,13286.8,13299.6,13286.8,13299.4
202101210801,13297.8,13301.6,13297.3,13297.3,13299.4,13303.2,13298.4,13298.6
202101210802,13297.3,13298,13295.3,13296.8,13298.6,13298.7,13296.6,13298.1
202101210803,13296.8,13297.1,13295.3,13295.3,13298.1,13298.2,13296.5,13297.1
202101210804,13295.3,13296.3,13293.9,13295.2,13297.1,13297.1,13294.9,13296.5
202101210805,13295.4,13296.8,13292.8,13296.8,13296.7,13297.9,13293.9,13297.6
202101210806,13296.8,13300.5,13296.8,13300.5,13297.6,13301.5,13297.6,13301.5
202101210807,13300.5,13304.4,13300.5,13304.4,13301.5,13306.4,13301.5,13306.4
202101210808,13304.4,13307.9,13303.1,13304.3,13306.4,13309.1,13304.7,13305.1
202101210809,13304.3,13305.5,13303,13303.2,13305.1,13307.1,13303.9,13304.2
202101210810,13303,13305.2,13303,13303.6,13304,13306.4,13304,13304.9
202101210811,13303.6,13307.6,13303.6,13306.9,13304.9,13308.2,13304.9,13308
202101210812,13306.9,13307.3,13306.1,13306.6,13308,13308.4,13307.2,13307.2
202101210813,13306.6,13307.5,13306,13307.5,13307.2,13308.3,13306.9,13308.3
202101210814,13307.5,13308,13305.9,13306.6,13308.3,13309.2,13306.9,13307.2
202101210815,13306.6,13309,13306.5,13307.6,13307.2,13310.1,13307.2,13308.7
202101210816,13307.6,13307.6,13305.1,13305.2,13308.7,13308.7,13306,13306.3
202101210817,13305.2,13310.3,13304.7,13310.3,13306.3,13311.6,13305.7,13311.4
202101210818,13310.3,13313.3,13309.9,13312.4,13311.4,13313.9,13310.9,13313.4
202101210819,13312.4,13314.2,13308.3,13309.5,13313.4,13315.7,13309.4,13310.6
202101210820,13309.4,13311.6,13309.4,13310,13310.4,13312.8,13310.4,13311.5
202101210821,13310,13312.6,13310,13311,13311.5,13313.4,13311,13312
202101210822,13310.9,13311.8,13310.2,13310.8,13312,13312.8,13311.3,13311.9
202101210823,13310.7,13311.8,13310.4,13311.5,13311.8,13313,13311.7,13313
202101210824,13311.5,13311.7,13310.3,13311.1,13313,13313.1,13311.3,13312.4
202101210825,13311.1,13312.8,13310,13310,13312.4,13313.4,13311.4,13311.5
202101210826,13310.6,13311.2,13310.2,13310.7,13312.1,13312.1,13311.3,13311.5
202101210827,13310.7,13311.7,13310.4,13311.7,13311.5,13313,13311.5,13312.8
202101210828,13311.7,13313.5,13311.4,13313.2,13312.8,13314.8,13312.5,13314.8
202101210829,13313.6,13316.2,13313.6,13316,13314.9,13317.2,13314.8,13317.1
202101210830,13316,13316.5,13313.9,13314.5,13317.1,13317.7,13315,13315.6
202101210831,13314.4,13314.7,13312.7,13313.1,13315.4,13315.8,13313.8,13314.2
202101210832,13313,13314,13312.2,13312.2,13314.1,13315.1,13313.5,13313.8
202101210833,13312.2,13313.4,13312.1,13312.8,13313.8,13314.7,13313.2,13313.9
202101210834,13313.1,13313.9,13312.4,13313.7,13314.2,13315,13313.1,13314.7
202101210835,13313.7,13315.9,13313.7,13315.2,13314.7,13316.9,13314.6,13316
202101210836,13315.2,13319.9,13315.2,13319.2,13316,13321.7,13316,13319.7
202101210837,13319.2,13319.9,13316.6,13317,13319.7,13321.2,13317.9,13318.3
202101210838,13317,13319.1,13316.6,13318.8,13318.3,13320.2,13317.7,13319.9
202101210839,13318.9,13319.2,13316.3,13316.7,13320,13320.6,13317.8,13318
202101210840,13316.3,13316.9,13314.6,13315.7,13317.6,13317.7,13315.2,13316.5
202101210841,13315.7,13317.4,13315.7,13315.7,13316.5,13318.4,13316.5,13316.8
202101210842,13315.7,13316.8,13315.7,13316.8,13316.8,13318.1,13316.8,13317.8
202101210843,13316.8,13319.6,13316,13318.8,13317.8,13320.6,13316.8,13319.9
202101210844,13318.6,13321.3,13318,13320.6,13319.7,13322,13319.3,13321.7
202101210845,13320.5,13320.7,13318.5,13319,13321.5,13321.7,13319.8,13320.8
202101210846,13319.2,13320.5,13318.7,13319.5,13321,13321.4,13319.8,13320.8
202101210847,13319.4,13319.4,13318.1,13318.6,13320.7,13320.7,13319,13319.6
202101210848,13318.6,13318.7,13317.4,13318.2,13319.6,13319.8,13318.3,13319.3
202101210849,13318.2,13318.2,13315,13315,13319.3,13319.3,13315.8,13315.8
202101210850,13314.9,13315,13313.7,13314.7,13315.7,13315.8,13314.7,13315.5
202101210851,13314.7,13316.4,13314.7,13316,13315.5,13317.5,13315.5,13317
202101210852,13316,13316.4,13315.3,13316,13317,13317.5,13316.4,13317
202101210853,13316.2,13316.2,13315.6,13315.6,13317.5,13317.5,13316.6,13316.7
202101210854,13315.6,13317,13315.5,13315.8,13316.7,13317.6,13316.5,13317.1
202101210855,13315.9,13316.3,13314.1,13314.6,13317.2,13317.4,13314.9,13315.9
202101210856,13314.6,13314.6,13313.4,13314,13315.9,13315.9,13314.6,13315.3
202101210857,13314,13315.3,13314,13315,13315.3,13316.3,13315.2,13316.3
202101210858,13315,13315.2,13314.7,13314.8,13316.3,13316.3,13315.7,13315.9
202101210859,13314.8,13314.8,13314.3,13314.8,13315.6,13315.9,13315.2,13315.8
