日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201902281700,7057.2,7064.2,7053.8,7060.3,7058.2,7065.2,7054.8,7061.3
201902281701,7060.9,7064.3,7058.8,7061.6,7061.9,7065.3,7059.8,7062.6
201902281702,7061.7,7065.5,7060.4,7060.4,7062.7,7066.5,7061.4,7061.4
201902281703,7060.4,7060.4,7052.3,7052.7,7061.4,7061.4,7053.3,7053.7
201902281704,7052.7,7053.8,7050.8,7053.3,7053.7,7054.8,7051.8,7054.3
201902281705,7053.3,7053.6,7048.2,7048.6,7054.3,7054.6,7049.2,7049.6
201902281706,7048.6,7051.2,7046.8,7049.4,7049.6,7052.2,7047.8,7050.4
201902281707,7049.5,7050.9,7047.7,7050.2,7050.5,7051.9,7048.7,7051.2
201902281708,7049.9,7053.6,7049.2,7052.2,7050.9,7054.6,7050.2,7053.2
201902281709,7052.2,7054.9,7051.3,7054,7053.2,7055.9,7052.3,7055
201902281710,7054,7057.7,7053.4,7057.3,7055,7058.7,7054.4,7058.3
201902281711,7057.2,7061.8,7057.2,7058.6,7058.2,7062.8,7058.2,7059.6
201902281712,7058.6,7060.3,7057.7,7058.7,7059.6,7061.3,7058.7,7059.7
201902281713,7058.7,7060.4,7056.7,7060.3,7059.7,7061.4,7057.7,7061.3
201902281714,7060.3,7062.7,7059,7062.2,7061.3,7063.7,7060,7063.2
201902281715,7062.2,7062.2,7050.6,7051.2,7063.2,7063.2,7051.6,7052.2
201902281716,7051.2,7051.8,7045.9,7047.8,7052.2,7052.8,7046.9,7048.8
201902281717,7047.8,7050.2,7045.6,7049.5,7048.8,7051.2,7046.6,7050.5
201902281718,7049.5,7053.8,7048.8,7053,7050.5,7054.8,7049.8,7054
201902281719,7053,7053.8,7050.4,7053.6,7054,7054.8,7051.4,7054.6
201902281720,7053.6,7055.6,7052.9,7053.8,7054.6,7056.6,7053.9,7054.8
201902281721,7053.8,7055.2,7053.1,7055.1,7054.8,7056.2,7054.1,7056.1
201902281722,7055.1,7057,7054.6,7056.9,7056.1,7058,7055.6,7057.9
201902281723,7056.9,7056.9,7049.9,7052.2,7057.9,7057.9,7050.9,7053.2
201902281724,7052.1,7052.2,7047.3,7047.8,7053.1,7053.2,7048.3,7048.8
201902281725,7047.8,7048.4,7044.4,7044.6,7048.8,7049.4,7045.4,7045.6
201902281726,7044.6,7044.6,7040.9,7041.1,7045.6,7045.6,7041.9,7042.1
201902281727,7040.9,7043.8,7040.3,7041.4,7041.9,7044.8,7041.3,7042.4
201902281728,7041.4,7041.8,7038.4,7041.8,7042.4,7042.8,7039.4,7042.8
201902281729,7041.8,7041.8,7037.9,7038,7042.8,7042.8,7038.9,7039
201902281730,7038,7040.6,7037.4,7039.7,7039,7041.6,7038.4,7040.7
201902281731,7039.8,7041.9,7035.9,7040.5,7040.8,7042.9,7036.9,7041.5
201902281732,7040.5,7043.5,7040.5,7042.2,7041.5,7044.5,7041.5,7043.2
201902281733,7042.3,7045.4,7042.3,7043.3,7043.3,7046.4,7043.3,7044.3
201902281734,7043.3,7045.7,7042.8,7044.8,7044.3,7046.7,7043.8,7045.8
201902281735,7044.8,7045.6,7041.9,7042.6,7045.8,7046.6,7042.9,7043.6
201902281736,7042.7,7044.4,7042.6,7043.1,7043.7,7045.4,7043.6,7044.1
201902281737,7043.1,7044.9,7042.4,7042.8,7044.1,7045.9,7043.4,7043.8
201902281738,7042.8,7045.1,7042.5,7043.7,7043.8,7046.1,7043.5,7044.7
201902281739,7043.7,7046.6,7043.6,7045.3,7044.7,7047.6,7044.6,7046.3
201902281740,7045.3,7045.8,7043.6,7044.6,7046.3,7046.8,7044.6,7045.6
