日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201905101500,12057.8,12059.7,12052,12052.2,12059.6,12061.5,12053.9,12054.5
201905101501,12052.2,12061.4,12050.6,12054,12054.5,12063.2,12053.4,12055.3
201905101502,12054,12055.2,12049.5,12055.2,12055.3,12056.4,12051.7,12056.4
201905101503,12055.2,12057,12047,12048.7,12056.4,12058.4,12048.5,12050
201905101504,12048.7,12053.9,12048.4,12049,12050,12055.7,12050,12050.3
201905101505,12049.2,12052.8,12048.1,12048.9,12050.4,12054.9,12049.4,12050.7
201905101506,12048.9,12055.6,12048.9,12054.7,12050.7,12057.1,12050.7,12056.9
201905101507,12054.7,12059.2,12054.7,12058,12056.9,12061,12056.9,12060.2
201905101508,12058,12058.7,12048,12048,12060.2,12060.4,12050.2,12050.2
201905101509,12047.8,12052.1,12047.1,12049.2,12050,12053.4,12048.8,12050.5
201905101510,12049.2,12050.6,12047.4,12048.4,12050.5,12052.2,12049,12050.2
201905101511,12048.4,12050.7,12047.3,12050.3,12050.2,12052.6,12049,12052
201905101512,12050.3,12053.3,12050.3,12052.9,12052,12055.1,12052,12054.7
201905101513,12052.9,12055.7,12051.5,12053.2,12054.7,12057,12052.8,12055.4
201905101514,12053.4,12058.4,12053.4,12054.6,12055.2,12060.1,12055.2,12056.3
201905101515,12054.6,12057.4,12054.6,12055.8,12056.3,12059.2,12056.3,12057.9
201905101516,12056,12065.6,12056,12065.3,12058.1,12067.2,12058.1,12067
201905101517,12065.2,12071,12064.8,12071,12066.9,12072.7,12066.6,12072.7
201905101518,12071,12075.4,12070.1,12074.5,12072.7,12077.2,12071.8,12076.7
201905101519,12074.5,12074.5,12071.1,12072.6,12076.7,12076.7,12072.5,12073.9
201905101520,12072.6,12076.3,12070.4,12076.3,12073.9,12078,12072.2,12078
201905101521,12076.3,12079.5,12076.2,12078.5,12078,12081.3,12077.6,12079.8
