日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202109071500,15911.8,15914.9,15906.9,15907.9,15914.5,15917.4,15909.4,15909.6
202109071501,15907.9,15914.1,15907.9,15911.5,15909.6,15915.6,15909.6,15913.2
202109071502,15911.8,15916.6,15911.8,15915.1,15913.5,15918.3,15913.5,15917.7
202109071503,15915.1,15920.5,15913.6,15913.9,15917.7,15922.2,15915.4,15915.6
202109071504,15913.9,15916.2,15912.2,15915.1,15915.6,15918.1,15914.5,15917.8
202109071505,15915.3,15918.5,15915,15917.4,15918,15920.3,15917.2,15919.1
202109071506,15917.5,15921.7,15917.5,15920.4,15919.2,15923.8,15919.2,15923.1
202109071507,15920.4,15923.2,15919.5,15920.6,15923.1,15925,15921.7,15922.3
202109071508,15920.6,15921.2,15916.9,15916.9,15922.3,15923.2,15918.6,15919.6
202109071509,15916.9,15918.2,15914.5,15916.9,15919.6,15920,15916,15918.7
202109071510,15916.9,15917.9,15914.8,15916.1,15918.7,15919.9,15916.8,15918.8
202109071511,15916.1,15916.9,15914.5,15914.5,15918.8,15918.8,15916.2,15916.2
202109071512,15914.5,15914.7,15910.8,15914.7,15916.2,15916.7,15913.1,15916.3
202109071513,15914.7,15918,15913.8,15913.8,15916.3,15920,15915.8,15915.8
202109071514,15913.8,15913.8,15910.8,15911.2,15915.8,15915.8,15912.8,15913.7
202109071515,15911.1,15915.6,15909.6,15910.9,15913.6,15918.1,15911.3,15912.7
202109071516,15910.9,15914.3,15909.9,15912.8,15912.7,15916.1,15912.1,15914.4
202109071517,15912.8,15913.7,15907.7,15910.4,15914.4,15915.4,15909.7,15912.1
202109071518,15910.5,15913.2,15910.5,15912.9,15912.2,15915,15912.2,15914.6
202109071519,15912.9,15913.2,15911,15912.8,15914.6,15915.2,15912.7,15914.5
202109071520,15912.9,15916.9,15911.5,15916,15914.6,15918.6,15913.1,15917.8
