日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202107131015,27629,27656,27616,27640,27635,27660,27622,27646
202107131016,27640,27682,27640,27679,27646,27685,27646,27685
202107131017,27680,27682,27654,27657,27686,27686,27657,27661
202107131018,27657,27686,27648,27685,27661,27690,27652,27690
202107131019,27685,27692,27676,27684,27690,27696,27681,27687
202107131020,27685,27696,27682,27695,27688,27699,27687,27698
202107131021,27695,27695,27672,27682,27698,27698,27677,27687
202107131022,27682,27687,27677,27687,27687,27691,27681,27690
202107131023,27687,27694,27685,27694,27690,27698,27690,27698
202107131024,27694,27702,27689,27691,27698,27706,27692,27694
202107131025,27691,27701,27688,27692,27694,27705,27691,27696
202107131026,27692,27711,27687,27709,27696,27715,27694,27713
202107131027,27709,27731,27702,27727,27713,27734,27705,27731
202107131028,27727,27731,27713,27719,27731,27735,27717,27724
202107131029,27720,27723,27704,27716,27724,27727,27707,27721
202107131030,27716,27716,27627,27637,27721,27721,27632,27641
202107131031,27637,27652,27632,27637,27641,27655,27635,27640
202107131032,27637,27637,27599,27611,27640,27640,27603,27616
202107131033,27611,27620,27592,27607,27616,27624,27595,27610
202107131034,27607,27666,27607,27666,27610,27669,27610,27669
202107131035,27665,27717,27664,27717,27668,27721,27668,27721
202107131036,27716,27748,27714,27738,27720,27751,27717,27742
202107131037,27738,27748,27710,27710,27742,27751,27713,27714
202107131038,27710,27713,27690,27693,27714,27717,27693,27697
202107131039,27694,27714,27680,27714,27698,27718,27683,27718
202107131040,27714,27719,27666,27666,27718,27723,27670,27670
202107131041,27668,27688,27665,27672,27672,27692,27669,27676
202107131042,27672,27674,27632,27634,27676,27677,27636,27638
202107131043,27634,27655,27628,27636,27638,27658,27631,27640
202107131044,27638,27638,27622,27638,27641,27642,27626,27641
202107131045,27638,27670,27638,27657,27641,27674,27641,27660
202107131046,27657,27661,27639,27640,27660,27664,27643,27644
202107131047,27643,27666,27641,27652,27647,27669,27645,27655
202107131048,27654,27697,27654,27696,27658,27700,27658,27700
202107131049,27696,27743,27696,27739,27700,27750,27700,27742
202107131050,27739,27746,27715,27716,27742,27750,27718,27719
202107131051,27715,27740,27708,27739,27718,27744,27712,27743
202107131052,27739,27781,27739,27779,27743,27784,27743,27783
202107131053,27779,27798,27772,27773,27783,27802,27775,27777
202107131054,27775,27802,27774,27795,27779,27805,27778,27799
202107131055,27796,27856,27793,27848,27800,27860,27797,27852
202107131056,27848,27848,27823,27825,27852,27852,27826,27829
202107131057,27825,27874,27825,27874,27829,27878,27828,27877
202107131058,27874,27902,27874,27895,27877,27907,27877,27898
202107131059,27895,27913,27884,27909,27898,27917,27888,27913
202107131100,27910,27922,27881,27885,27913,27925,27885,27888
202107131101,27885,27896,27874,27896,27888,27899,27877,27899
202107131102,27896,27929,27896,27916,27899,27932,27899,27920
202107131103,27915,27919,27880,27885,27919,27922,27883,27888
202107131104,27885,27887,27872,27877,27888,27890,27875,27881
202107131105,27877,27923,27877,27923,27881,27926,27881,27926
202107131106,27921,27924,27892,27903,27926,27927,27896,27906
202107131107,27903,27908,27877,27879,27906,27911,27881,27882
202107131108,27879,27885,27872,27878,27882,27889,27875,27881
202107131109,27877,27880,27866,27877,27880,27884,27870,27881
202107131110,27877,27897,27869,27895,27881,27901,27873,27900
202107131111,27895,27896,27874,27877,27900,27900,27878,27881
202107131112,27877,27883,27866,27868,27880,27886,27870,27872
202107131113,27868,27879,27860,27867,27872,27883,27864,27871
202107131114,27867,27888,27862,27887,27871,27891,27865,27891
202107131115,27888,27908,27887,27908,27892,27912,27891,27912
202107131116,27907,27919,27900,27907,27911,27923,27904,27910
202107131117,27907,27926,27907,27921,27910,27930,27910,27924
202107131118,27921,27940,27908,27935,27924,27943,27913,27939
202107131119,27935,27945,27926,27939,27939,27949,27929,27942
202107131120,27939,27967,27937,27966,27942,27971,27940,27970
202107131121,27966,27970,27957,27964,27970,27974,27960,27968
202107131122,27964,27967,27946,27948,27968,27970,27950,27952
202107131123,27948,27962,27946,27961,27952,27966,27950,27964
202107131124,27961,27973,27959,27971,27965,27976,27962,27975
202107131125,27971,27987,27966,27980,27975,27990,27969,27984
