日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202003090700,25333,25333,25054,25062,25347,25347,25061,25075
202003090701,25062,25074,24880,24992,25075,25079,24887,25001
202003090702,24971,24971,24889,24897,24991,24991,24904,24905
202003090703,24897,24939,24759,24762,24905,24947,24774,24774
202003090704,24762,24892,24730,24880,24774,24905,24740,24887
202003090705,24880,24901,24672,24800,24887,24903,24678,24804
202003090706,24800,24848,24716,24848,24804,24858,24725,24858
202003090707,24848,24877,24757,24832,24858,24883,24766,24854
202003090708,24809,24824,24747,24814,24839,24839,24754,24823
202003090709,24814,24874,24745,24774,24823,24894,24767,24781
202003090710,24774,24876,24774,24826,24781,24887,24781,24835
202003090711,24826,24902,24813,24902,24835,24906,24823,24906
202003090712,24902,24915,24842,24873,24906,24922,24864,24885
202003090713,24873,24880,24839,24865,24885,24892,24848,24871
202003090714,24865,24946,24862,24923,24871,24957,24868,24935
202003090715,24923,24941,24905,24921,24935,24948,24908,24929
202003090716,24921,24959,24886,24909,24929,24972,24893,24919
202003090717,24921,24921,24875,24887,24932,24932,24883,24896
202003090718,24887,24908,24872,24908,24896,24914,24881,24913
202003090719,24908,24908,24819,24876,24913,24914,24825,24883
202003090720,24876,24891,24867,24879,24883,24900,24876,24886
202003090721,24879,24987,24866,24890,24886,24993,24877,24892
202003090722,24890,24911,24874,24907,24892,24921,24882,24914
202003090723,24907,24907,24862,24893,24914,24914,24866,24901
202003090724,24893,24903,24892,24900,24901,24910,24900,24906
202003090725,24900,24900,24849,24877,24906,24906,24855,24885
202003090726,24876,24877,24850,24862,24883,24885,24856,24868
202003090727,24861,24862,24819,24823,24867,24867,24825,24833
202003090728,24823,24882,24823,24882,24833,24890,24833,24890
202003090729,24882,24882,24827,24830,24890,24890,24831,24836
202003090730,24825,24861,24757,24857,24832,24867,24764,24861
202003090731,24857,24857,24815,24818,24861,24863,24820,24825
202003090732,24816,24823,24777,24783,24823,24830,24786,24794
202003090733,24783,24821,24780,24814,24794,24827,24788,24823
202003090734,24814,24822,24781,24783,24823,24830,24786,24790
202003090735,24783,24815,24753,24753,24790,24822,24757,24758
202003090736,24754,24788,24713,24779,24763,24796,24716,24784
202003090737,24779,24794,24751,24788,24784,24800,24754,24794
202003090738,24788,24821,24782,24803,24794,24827,24790,24812
202003090739,24803,24830,24799,24820,24812,24832,24807,24827
202003090740,24820,24848,24813,24848,24827,24854,24823,24850
202003090741,24848,24851,24801,24838,24850,24857,24809,24844
202003090742,24838,24861,24812,24819,24844,24867,24818,24821
202003090743,24819,24827,24781,24804,24821,24831,24787,24812
202003090744,24804,24804,24715,24778,24812,24812,24718,24789
202003090745,24778,24795,24777,24794,24789,24800,24782,24799
202003090746,24794,24830,24766,24768,24799,24832,24771,24775
202003090747,24768,24795,24742,24757,24775,24804,24748,24765
202003090748,24757,24780,24700,24744,24765,24789,24708,24756
202003090749,24744,24771,24725,24751,24756,24779,24729,24757
202003090750,24751,24763,24710,24747,24757,24772,24712,24758
202003090751,24743,24764,24733,24764,24748,24773,24735,24773
202003090752,24764,24802,24755,24779,24773,24811,24764,24790
202003090753,24779,24786,24742,24744,24790,24792,24750,24751
202003090754,24744,24774,24742,24771,24751,24781,24748,24774
202003090755,24771,24786,24746,24754,24774,24791,24753,24759
202003090756,24754,24774,24751,24771,24759,24781,24758,24775
202003090757,24771,24812,24768,24790,24775,24816,24775,24798
202003090758,24790,24821,24783,24802,24798,24829,24791,24808
202003090759,24802,24807,24788,24795,24808,24812,24796,24802
202003090800,24793,24828,24793,24813,24799,24831,24798,24822
202003090801,24813,24840,24813,24830,24822,24845,24822,24838
202003090802,24830,24830,24794,24824,24838,24838,24799,24832
202003090803,24825,24832,24811,24818,24833,24835,24817,24825
