日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201909020830,20571,20588,20571,20582,20578,20595,20578,20585
201909020831,20582,20592,20575,20586,20585,20595,20579,20590
201909020832,20586,20586,20575,20575,20590,20590,20578,20578
201909020833,20575,20575,20550,20556,20578,20578,20558,20558
201909020834,20556,20569,20551,20565,20558,20574,20553,20574
201909020835,20565,20567,20564,20564,20574,20574,20568,20569
201909020836,20564,20564,20551,20551,20569,20569,20553,20553
201909020837,20551,20557,20551,20557,20553,20559,20553,20559
201909020838,20557,20562,20557,20560,20559,20569,20559,20563
201909020839,20560,20562,20559,20562,20563,20567,20563,20564
201909020840,20562,20562,20555,20557,20564,20564,20559,20559
201909020841,20557,20565,20555,20564,20559,20569,20558,20569
201909020842,20564,20571,20564,20571,20569,20576,20569,20573
201909020843,20571,20583,20571,20583,20573,20589,20573,20589
201909020844,20586,20591,20580,20591,20588,20595,20584,20593
201909020845,20605,20605,20594,20597,20606,20606,20598,20600
201909020846,20598,20602,20585,20585,20604,20604,20588,20588
201909020847,20585,20592,20583,20591,20588,20594,20586,20593
201909020848,20591,20591,20590,20590,20593,20593,20593,20593
201909020849,20590,20592,20590,20591,20593,20594,20593,20593
201909020850,20591,20591,20586,20591,20593,20594,20588,20593
201909020851,20591,20591,20581,20582,20593,20593,20583,20584
201909020852,20582,20589,20581,20587,20584,20594,20584,20589
201909020853,20587,20590,20581,20589,20590,20594,20586,20594
201909020854,20589,20590,20585,20586,20594,20594,20588,20591
201909020855,20586,20588,20581,20582,20591,20594,20586,20586
201909020856,20582,20586,20581,20586,20586,20589,20585,20588
201909020857,20586,20589,20585,20589,20588,20594,20588,20593
201909020858,20589,20590,20586,20587,20593,20594,20589,20590
201909020859,20587,20595,20586,20594,20590,20599,20590,20599
201909020900,20596,20624,20596,20622,20598,20629,20598,20625
201909020901,20621,20622,20605,20607,20623,20627,20608,20611
201909020902,20607,20627,20607,20624,20611,20629,20611,20628
201909020903,20628,20642,20613,20642,20632,20646,20618,20645
201909020904,20642,20643,20613,20626,20645,20649,20616,20628
201909020905,20626,20626,20611,20615,20628,20628,20614,20618
201909020906,20615,20617,20613,20617,20618,20621,20617,20620
201909020907,20617,20623,20616,20617,20620,20627,20620,20621
201909020908,20617,20626,20616,20621,20621,20628,20618,20627
201909020909,20621,20623,20621,20622,20627,20627,20623,20625
201909020910,20622,20626,20617,20626,20625,20628,20621,20628
201909020911,20626,20626,20616,20626,20628,20629,20621,20628
201909020912,20626,20635,20626,20632,20628,20639,20628,20636
201909020913,20632,20632,20628,20632,20636,20636,20632,20634
201909020914,20632,20634,20627,20633,20634,20638,20630,20636
201909020915,20633,20637,20631,20636,20636,20639,20633,20638
201909020916,20636,20637,20632,20635,20638,20638,20636,20638
201909020917,20635,20645,20633,20644,20638,20648,20638,20648
201909020918,20644,20644,20638,20638,20647,20647,20641,20642
201909020919,20639,20639,20631,20632,20643,20643,20635,20636
201909020920,20632,20636,20628,20632,20636,20638,20633,20634
201909020921,20632,20632,20627,20630,20634,20634,20630,20633
201909020922,20630,20645,20630,20645,20633,20648,20633,20648
201909020923,20645,20645,20636,20638,20648,20648,20639,20641
201909020924,20638,20640,20635,20637,20642,20644,20638,20639
201909020925,20637,20641,20636,20637,20639,20644,20638,20639
201909020926,20637,20642,20631,20642,20639,20644,20635,20644
201909020927,20642,20642,20636,20639,20644,20646,20641,20643
201909020928,20639,20642,20637,20640,20643,20644,20641,20643
201909020929,20640,20641,20640,20641,20643,20643,20643,20643
201909020930,20641,20641,20639,20640,20643,20643,20643,20643
201909020931,20641,20652,20641,20652,20643,20655,20643,20655
201909020932,20652,20652,20646,20647,20655,20655,20648,20648
201909020933,20646,20647,20646,20647,20648,20650,20648,20650
201909020934,20648,20650,20647,20647,20654,20654,20649,20649
201909020935,20647,20647,20637,20637,20649,20649,20639,20639
201909020936,20636,20636,20626,20627,20638,20638,20628,20629
201909020937,20627,20627,20617,20622,20629,20630,20620,20624
201909020938,20622,20622,20612,20615,20624,20624,20616,20618
201909020939,20615,20619,20613,20617,20618,20622,20617,20620
201909020940,20617,20619,20615,20616,20620,20624,20618,20618
201909020941,20616,20619,20616,20617,20618,20624,20618,20621
201909020942,20617,20620,20616,20620,20621,20624,20619,20623
201909020943,20620,20625,20620,20625,20623,20628,20623,20628
201909020944,20625,20625,20621,20622,20628,20628,20623,20624
201909020945,20622,20624,20620,20622,20624,20629,20623,20625
201909020946,20622,20622,20616,20616,20625,20625,20618,20618
201909020947,20616,20616,20607,20607,20618,20618,20609,20610
201909020948,20607,20612,20606,20612,20610,20616,20608,20615
201909020949,20612,20614,20611,20612,20615,20619,20613,20615
201909020950,20612,20615,20611,20611,20615,20619,20613,20613
201909020951,20610,20612,20610,20612,20613,20615,20613,20614
201909020952,20612,20615,20611,20615,20613,20619,20613,20618
201909020953,20615,20615,20611,20612,20618,20619,20615,20616
201909020954,20612,20615,20611,20615,20615,20619,20615,20618
201909020955,20616,20617,20610,20617,20618,20620,20613,20620
201909020956,20617,20617,20611,20611,20620,20621,20613,20613
201909020957,20611,20612,20609,20610,20613,20615,20613,20613
201909020958,20610,20612,20610,20612,20613,20616,20613,20615
201909020959,20612,20614,20608,20612,20615,20618,20613,20616
201909021000,20612,20621,20611,20612,20616,20623,20614,20615
201909021001,20612,20612,20611,20611,20615,20617,20613,20613
201909021002,20611,20612,20611,20612,20613,20616,20613,20616
201909021003,20612,20617,20611,20617,20616,20619,20615,20619
201909021004,20617,20625,20617,20625,20619,20628,20619,20628
201909021005,20625,20625,20621,20622,20628,20628,20623,20625
201909021006,20622,20622,20621,20622,20625,20626,20623,20625
201909021007,20622,20631,20621,20630,20624,20634,20623,20633
201909021008,20630,20631,20625,20625,20633,20633,20628,20628
201909021009,20625,20629,20625,20629,20628,20633,20628,20632
201909021010,20629,20629,20622,20627,20633,20634,20626,20629
201909021011,20627,20629,20624,20627,20629,20632,20628,20630
201909021012,20627,20635,20627,20635,20630,20638,20629,20638
201909021013,20634,20637,20634,20637,20638,20639,20638,20638
201909021014,20637,20640,20635,20637,20638,20643,20638,20640
201909021015,20637,20641,20636,20637,20640,20643,20639,20639
201909021016,20637,20642,20636,20640,20639,20644,20639,20643
201909021017,20640,20647,20640,20642,20643,20649,20643,20644
201909021018,20641,20642,20637,20638,20643,20645,20640,20642
201909021019,20638,20640,20636,20638,20642,20643,20638,20643
201909021020,20638,20638,20631,20632,20643,20643,20634,20636
201909021021,20632,20634,20627,20627,20636,20638,20631,20631
201909021022,20627,20630,20627,20627,20631,20634,20629,20630
201909021023,20627,20630,20627,20627,20630,20633,20629,20629
201909021024,20627,20627,20627,20627,20629,20630,20629,20629
201909021025,20627,20632,20627,20632,20629,20634,20629,20634
201909021026,20632,20635,20632,20635,20634,20639,20633,20638
201909021027,20635,20635,20632,20632,20638,20639,20634,20634
201909021028,20632,20632,20627,20627,20634,20634,20630,20631
201909021029,20627,20631,20626,20627,20631,20633,20629,20629
201909021030,20627,20630,20621,20630,20629,20633,20623,20633
201909021031,20631,20639,20631,20637,20633,20643,20633,20639
201909021032,20637,20646,20637,20645,20639,20648,20639,20648
201909021033,20645,20652,20644,20646,20648,20654,20648,20648
201909021034,20646,20652,20646,20649,20648,20654,20648,20653
201909021035,20649,20650,20645,20645,20653,20653,20648,20648
201909021036,20646,20646,20641,20645,20648,20648,20645,20648
201909021037,20646,20647,20641,20642,20648,20648,20645,20646
201909021038,20642,20645,20636,20642,20646,20649,20639,20646
201909021039,20642,20646,20641,20642,20646,20649,20643,20644
201909021040,20642,20642,20641,20641,20644,20645,20643,20643
201909021041,20642,20643,20640,20641,20644,20646,20643,20643
201909021042,20642,20642,20641,20642,20643,20646,20643,20646
